1000
6.40
Pchamber	Preservoir	Thrust	Temp
1160.2898	-372.2519	-0.6765	24.5212
1159.7516	-373.2506	-0.6765	24.5212
1160.2898	-372.7512	-0.5266	24.5061
1159.7516	-371.7525	-0.6765	24.5061
1160.2898	-372.7512	-0.6765	24.5061
1159.2134	-372.7512	-0.6765	24.5061
1159.7516	-373.2506	-0.5266	24.5061
1160.2898	-372.7512	-0.6765	24.5061
1160.2898	-372.7512	-0.5266	24.5061
1159.2134	-372.7512	-0.5266	24.5061
1159.7516	-373.2506	-0.6765	24.5061
1159.7516	-373.2506	-0.6765	24.5061
1160.8280	-372.2519	-0.6765	24.5061
1159.7516	-371.7525	-0.8264	24.5061
1158.6753	-373.2506	-0.9763	24.5061
1160.2898	-372.7512	-0.5266	24.5061
1160.2898	-372.7512	-0.6765	24.5061
1160.2898	-371.7525	-0.5266	24.5061
1159.7516	-372.7512	-0.6765	24.5061
1159.2134	-374.2493	-0.8264	24.5061
1160.2898	-373.2506	-0.6765	24.5061
1160.2898	-372.7512	-0.6765	24.5061
1159.7516	-373.2506	-0.5266	24.5061
1159.2134	-373.2506	-0.3767	24.5061
1159.7516	-373.7500	-0.8264	24.5061
1160.2898	-373.2506	-0.6765	24.5061
1159.7516	-373.2506	-0.6765	24.5061
1159.2134	-372.7512	-0.6765	24.5061
1159.7516	-373.2506	-0.6765	24.5061
1160.2898	-373.2506	-0.6765	24.5061
1160.2898	-372.2519	-0.6765	24.5061
1158.6753	-372.7512	-0.6765	24.5061
1158.6753	-372.7512	-0.6765	24.5061
1160.2898	-372.7512	-0.5266	24.5061
1159.7516	-372.2519	-0.6765	24.5061
1159.2134	-372.7512	-0.6765	24.5061
1159.2134	-373.2506	-0.6765	24.5061
1159.7516	-372.7512	-0.8264	24.5061
1160.2898	-372.2519	-0.5266	24.5061
1160.2898	-372.7512	-0.5266	24.5061
1159.7516	-373.2506	-0.5266	24.5061
1159.7516	-373.2506	-0.3767	24.5061
1159.7516	-373.2506	-0.8264	24.5061
1159.2134	-372.2519	-0.5266	24.5061
1159.7516	-373.2506	-0.8264	24.5061
1159.2134	-372.7512	-0.6765	24.5061
1159.2134	-372.7512	-0.6765	24.5061
1160.2898	-372.2519	-0.6765	24.5061
1159.7516	-372.2519	-0.6765	24.5061
1159.2134	-372.7512	-0.6765	24.5061
1159.7516	-372.7512	-0.5266	24.5061
1159.7516	-372.2519	-0.6765	24.5061
1159.7516	-372.7512	-0.2268	24.5061
1158.6753	-372.7512	-0.6765	24.5061
1160.2898	-373.2506	-0.6765	24.5061
1160.8280	-372.2519	-0.6765	24.5061
1160.2898	-372.7512	-0.3767	24.5061
1159.2134	-373.2506	-0.6765	24.5061
1158.6753	-373.2506	-0.5266	24.5061
1159.2134	-372.2519	-0.6765	24.5061
1160.8280	-372.2519	-0.5266	24.5061
1159.2134	-372.7512	-0.5266	24.5061
1159.2134	-373.2506	-0.5266	24.5061
1160.2898	-372.2519	-0.6765	24.5061
1159.2134	-372.7512	-0.6765	24.5061
1158.1371	-372.7512	-0.5266	24.5061
1159.2134	-372.7512	-0.5266	24.5061
1159.2134	-372.7512	-0.8264	24.5061
1159.7516	-372.2519	-0.3767	24.5061
1159.7516	-372.7512	-0.5266	24.5061
1159.7516	-372.7512	-1.1262	24.5061
1158.6753	-373.2506	-0.6765	24.5061
1159.7516	-372.7512	-0.8264	24.5063
1159.2134	-372.7512	-0.2268	24.5063
1159.2134	-373.2506	-0.5266	24.5063
1159.2134	-372.7512	-0.6765	24.5063
1159.7516	-373.2506	-0.6765	24.5063
1159.7516	-373.2506	-0.5266	24.5063
1159.2134	-372.7512	-0.6765	24.5063
1158.1371	-373.2506	-0.3767	24.5063
1159.2134	-372.7512	-0.6765	24.5063
1159.7516	-372.7512	-0.5266	24.5063
1158.6753	-372.7512	-0.6765	24.5063
1158.6753	-372.7512	-0.2268	24.5063
1159.2134	-372.7512	-0.5266	24.5063
1159.7516	-372.7512	-0.5266	24.5063
1159.2134	-373.2506	-0.6765	24.5063
1159.2134	-372.2519	-0.3767	24.5063
1158.6753	-373.2506	-0.6765	24.5063
1159.2134	-372.7512	-0.5266	24.5063
1160.2898	-372.7512	-0.3767	24.5063
1159.2134	-372.7512	-0.5266	24.5063
1159.2134	-372.2519	-0.8264	24.5063
1159.7516	-373.2506	-0.5266	24.5063
1159.7516	-372.2519	-0.6765	24.5063
1159.7516	-372.7512	-0.3767	24.5063
1158.6753	-372.7512	-0.5266	24.5063
1159.2134	-372.7512	-0.5266	24.5063
1160.2898	-371.7525	-0.6765	24.5063
1159.2134	-372.7512	-0.6765	24.5063
1158.6753	-373.2506	-0.5266	24.5063
1159.7516	-373.2506	-0.8264	24.5063
1159.2134	-372.2519	-0.6765	24.5063
1159.2134	-372.7512	-0.5266	24.5063
1159.2134	-372.2519	-0.8264	24.5063
1158.6753	-372.7512	-0.5266	24.5063
1158.1371	-372.7512	-0.5266	24.5063
1159.2134	-372.7512	-0.5266	24.5063
1159.7516	-374.2493	-0.5266	24.5063
1158.1371	-372.2519	-0.5266	24.5063
1158.1371	-372.7512	-0.5266	24.5063
1160.2898	-372.2519	-0.3767	24.5063
1158.6753	-372.2519	-0.6765	24.5063
1158.6753	-372.7512	-0.5266	24.5063
1159.2134	-372.7512	-0.5266	24.5063
1159.2134	-372.7512	-0.8264	24.5063
1159.2134	-372.7512	-0.5266	24.5063
1159.2134	-373.2506	-0.5266	24.5063
1158.6753	-373.2506	-0.6765	24.5063
1158.6753	-372.7512	-0.5266	24.5063
1160.2898	-372.2519	-0.5266	24.5063
1158.6753	-372.7512	-0.6765	24.5063
1158.1371	-372.7512	-0.3767	24.5063
1158.6753	-372.2519	-0.8264	24.5063
1158.6753	-372.7512	-0.6765	24.5063
1159.2134	-372.2519	-0.5266	24.5063
1158.6753	-372.7512	-1.1262	24.5063
1158.6753	-372.2519	-0.5266	24.5063
1159.2134	-373.2506	-0.3767	24.5063
1159.2134	-372.7512	-0.3767	24.5063
1159.7516	-372.7512	-0.6765	24.5063
1158.6753	-372.7512	-0.6765	24.5063
1158.6753	-373.2506	-0.8264	24.5063
1160.2898	-373.2506	-0.5266	24.5063
1159.2134	-372.7512	-0.6765	24.5063
1158.1371	-372.7512	-0.6765	24.5063
1158.6753	-372.7512	-0.8264	24.5063
1159.2134	-372.7512	-0.6765	24.5063
1159.7516	-372.2519	-0.6765	24.5063
1158.1371	-372.7512	-0.6765	24.5063
1158.1371	-373.7500	-0.5266	24.5063
1158.6753	-372.7512	-0.6765	24.5063
1159.2134	-372.7512	-0.6765	24.5124
1158.1371	-373.2506	-0.5266	24.5124
1158.1371	-372.7512	-0.6765	24.5124
1158.6753	-372.7512	-0.3767	24.5124
1159.2134	-372.7512	-0.6765	24.5124
1158.6753	-371.7525	-0.5266	24.5124
1158.1371	-372.7512	-0.6765	24.5124
1158.6753	-372.7512	-0.5266	24.5124
1158.6753	-372.7512	-0.5266	24.5124
1159.2134	-372.7512	-0.5266	24.5124
1158.1371	-372.7512	-0.5266	24.5124
1158.6753	-372.7512	-0.2268	24.5124
1159.2134	-372.7512	-0.8264	24.5124
1159.2134	-372.7512	-0.8264	24.5124
1158.6753	-372.7512	-0.5266	24.5124
1158.1371	-372.7512	-0.6765	24.5124
1158.6753	-371.7525	-0.5266	24.5124
1159.2134	-372.2519	-0.8264	24.5124
1159.2134	-372.7512	-0.6765	24.5124
1158.1371	-372.7512	-0.3767	24.5124
1158.1371	-373.2506	-0.5266	24.5124
1158.6753	-372.2519	-0.6765	24.5124
1158.6753	-372.2519	-0.5266	24.5124
1157.5989	-373.2506	-0.6765	24.5124
1157.5989	-373.2506	-0.6765	24.5124
1159.2134	-372.7512	-0.6765	24.5124
1158.6753	-372.7512	-0.6765	24.5124
1158.6753	-372.2519	-0.5266	24.5124
1158.1371	-372.7512	-0.5266	24.5124
1158.1371	-372.7512	-0.5266	24.5124
1158.6753	-372.2519	-0.6765	24.5124
1158.6753	-372.2519	-0.6765	24.5124
1157.5989	-372.7512	-0.5266	24.5124
1158.1371	-372.7512	-0.8264	24.5124
1159.2134	-372.7512	-0.6765	24.5124
1158.6753	-372.2519	-0.6765	24.5124
1158.1371	-373.2506	-0.5266	24.5124
1157.5989	-372.7512	-0.5266	24.5124
1158.1371	-372.2519	-0.6765	24.5124
1158.6753	-372.7512	-0.5266	24.5124
1158.1371	-372.2519	-0.9763	24.5124
1158.1371	-373.2506	-0.6765	24.5124
1158.1371	-372.2519	-0.6765	24.5124
1158.1371	-372.2519	-0.5266	24.5124
1158.1371	-372.2519	-0.5266	24.5124
1157.0607	-372.7512	-0.6765	24.5124
1158.1371	-373.2506	-0.8264	24.5124
1158.6753	-372.7512	-0.6765	24.5124
1158.6753	-372.2519	-0.5266	24.5124
1157.0607	-372.2519	-0.6765	24.5124
1157.0607	-372.7512	-0.5266	24.5124
1158.1371	-372.7512	-0.6765	24.5124
1158.6753	-372.7512	-0.5266	24.5124
1158.1371	-372.7512	-0.5266	24.5124
1157.5989	-372.7512	-0.6765	24.5124
1158.1371	-373.2506	-0.8264	24.5124
1158.1371	-371.7525	-0.6765	24.5124
1158.1371	-372.2519	-0.6765	24.5124
1157.0607	-372.2519	-0.5266	24.5124
1156.5225	-372.7512	-0.6765	24.5124
1158.6753	-372.2519	-0.6765	24.5124
1158.1371	-372.2519	-0.6765	24.5124
1157.5989	-372.2519	-0.8264	24.5124
1157.5989	-372.7512	-0.3767	24.5124
1158.1371	-373.2506	-0.6765	24.5124
1159.2134	-372.2519	-0.5266	24.5124
1158.1371	-372.2519	-0.3767	24.5124
1157.0607	-372.7512	-0.5266	24.5124
1157.5989	-373.2506	-0.8264	24.5124
1157.5989	-372.7512	-0.6765	24.5124
1158.1371	-372.7512	-0.5266	24.5157
1157.5989	-372.7512	-0.6765	24.5157
1156.5225	-372.7512	-0.5266	24.5157
1158.1371	-372.2519	-0.8264	24.5157
1158.6753	-371.7525	-0.6765	24.5157
1157.0607	-372.7512	-0.5266	24.5157
1158.1371	-372.7512	-0.6765	24.5157
1158.1371	-373.2506	-0.5266	24.5157
1157.0607	-372.7512	-0.5266	24.5157
1156.5225	-372.2519	-0.5266	24.5157
1157.0607	-373.2506	-0.5266	24.5157
1158.6753	-373.2506	-0.5266	24.5157
1157.5989	-372.7512	-0.5266	24.5157
1157.0607	-372.7512	-0.6765	24.5157
1157.0607	-372.7512	-0.5266	24.5157
1157.0607	-372.7512	-0.6765	24.5157
1158.1371	-372.7512	-0.5266	24.5157
1158.1371	-373.2506	-0.5266	24.5157
1156.5225	-372.2519	-0.5266	24.5157
1156.5225	-373.2506	-0.6765	24.5157
1157.5989	-373.2506	-0.5266	24.5157
1158.1371	-372.2519	-0.5266	24.5157
1157.5989	-372.2519	-0.6765	24.5157
1157.0607	-373.2506	-0.5266	24.5157
1157.0607	-372.2519	-0.3767	24.5157
1157.5989	-372.2519	-0.6765	24.5157
1156.5225	-372.7512	-1.1262	24.5157
1157.0607	-372.7512	-0.6765	24.5157
1158.1371	-372.7512	-0.6765	24.5157
1157.5989	-372.7512	-0.8264	24.5157
1156.5225	-372.2519	-0.6765	24.5157
1155.9844	-372.7512	-0.5266	24.5157
1156.5225	-373.2506	-0.6765	24.5157
1157.0607	-373.2506	-0.8264	24.5157
1157.0607	-372.7512	-0.6765	24.5157
1157.0607	-371.7525	-0.5266	24.5157
1156.5225	-372.7512	-0.6765	24.5157
1157.0607	-372.7512	-0.6765	24.5157
1157.5989	-372.2519	-0.5266	24.5157
1156.5225	-372.2519	-0.5266	24.5157
1157.0607	-372.2519	-0.5266	24.5157
1155.9844	-372.7512	-0.5266	24.5157
1157.5989	-372.2519	-0.6765	24.5157
1157.0607	-372.2519	-0.6765	24.5157
1156.5225	-372.2519	-0.5266	24.5157
1156.5225	-373.2506	-0.6765	24.5157
1157.0607	-372.2519	-0.5266	24.5157
1156.5225	-372.2519	-0.8264	24.5157
1155.9844	-372.7512	-0.5266	24.5157
1155.9844	-372.7512	-0.5266	24.5157
1157.0607	-372.7512	-0.5266	24.5157
1157.0607	-371.7525	-0.5266	24.5157
1157.0607	-371.7525	-0.5266	24.5157
1156.5225	-372.2519	-0.5266	24.5157
1156.5225	-372.7512	-0.8264	24.5157
1156.5225	-372.2519	-0.6765	24.5157
1157.0607	-372.7512	-0.3767	24.5157
1155.9844	-372.2519	-0.5266	24.5157
1156.5225	-372.2519	-0.5266	24.5157
1156.5225	-372.2519	-0.5266	24.5157
1157.5989	-371.7525	-0.3767	24.5157
1155.9844	-372.2519	-0.6765	24.5157
1155.9844	-372.7512	-0.5266	24.5157
1157.0607	-372.7512	-0.8264	24.5157
1156.5225	-372.2519	-0.6765	24.5157
1155.9844	-372.7512	-0.6765	24.5157
1155.9844	-372.7512	-0.8264	24.5157
1156.5225	-372.2519	-0.3767	24.5157
1157.0607	-372.2519	-0.5266	24.5157
1156.5225	-372.7512	-0.5266	24.5157
1155.4462	-372.7512	-0.3767	24.5140
1154.9080	-372.2519	-0.3767	24.5140
1157.0607	-372.2519	-0.6765	24.5140
1156.5225	-372.7512	-0.5266	24.5140
1154.9080	-372.2519	-0.5266	24.5140
1155.4462	-372.7512	-0.3767	24.5140
1155.9844	-372.7512	-0.6765	24.5140
1155.9844	-372.2519	-0.5266	24.5140
1155.9844	-372.2519	-0.6765	24.5140
1154.9080	-372.7512	-0.5266	24.5140
1156.5225	-372.7512	-0.5266	24.5140
1155.9844	-372.2519	-0.5266	24.5140
1156.5225	-372.2519	-0.9763	24.5140
1154.9080	-372.2519	-0.5266	24.5140
1155.4462	-372.2519	-0.5266	24.5140
1155.9844	-372.2519	-0.6765	24.5140
1156.5225	-371.7525	-0.5266	24.5140
1154.9080	-372.2519	-0.6765	24.5140
1154.9080	-373.2506	-0.5266	24.5140
1155.4462	-372.7512	-0.6765	24.5140
1155.9844	-372.2519	-0.6765	24.5140
1154.3698	-372.7512	-0.5266	24.5140
1154.3698	-372.7512	-0.5266	24.5140
1155.4462	-372.7512	-0.5266	24.5140
1155.4462	-372.2519	-0.3767	24.5140
1155.4462	-372.2519	-0.5266	24.5140
1154.3698	-372.2519	-0.6765	24.5140
1154.9080	-372.7512	-0.8264	24.5140
1155.4462	-371.7525	-0.5266	24.5140
1153.8317	-371.7525	-0.6765	24.5140
1154.3698	-372.2519	-0.6765	24.5140
1153.8317	-372.2519	-0.6765	24.5140
1154.9080	-372.2519	-0.6765	24.5140
1155.4462	-371.7525	-0.5266	24.5140
1153.8317	-371.2532	-0.3767	24.5140
1154.3698	-372.7512	-0.6765	24.5140
1154.3698	-373.7500	-0.6765	24.5140
1154.9080	-371.2532	-0.5266	24.5140
1153.8317	-371.2532	-0.5266	24.5140
1153.8317	-372.2519	-0.2268	24.5140
1153.2935	-372.2519	-0.8264	24.5140
1154.3698	-372.2519	-0.5266	24.5140
1154.3698	-371.7525	-0.8264	24.5140
1153.8317	-372.2519	-0.5266	24.5140
1153.2935	-372.7512	-0.5266	24.5140
1154.9080	-372.2519	-0.6765	24.5140
1153.2935	-372.2519	-0.5266	24.5140
1152.7553	-371.7525	-0.6765	24.5140
1152.7553	-372.7512	-0.6765	24.5140
1153.8317	-373.2506	-0.6765	24.5140
1154.3698	-372.7512	-0.3767	24.5140
1153.2935	-372.2519	-0.3767	24.5140
1152.7553	-372.2519	-0.6765	24.5140
1153.8317	-372.2519	-0.6765	24.5140
1153.2935	-372.2519	-0.5266	24.5140
1153.8317	-372.2519	-0.5266	24.5140
1152.2171	-372.2519	-0.5266	24.5140
1152.7553	-372.2519	-0.5266	24.5140
1152.2171	-372.2519	-0.6765	24.5140
1153.2935	-372.2519	-0.6765	24.5140
1152.2171	-371.7525	-0.5266	24.5140
1152.7553	-372.2519	-0.6765	24.5140
1152.2171	-372.2519	-0.6765	24.5140
1153.2935	-371.7525	-0.8264	24.5140
1152.2171	-372.2519	-0.5266	24.5140
1151.6789	-371.7525	-0.5266	24.5140
1151.6789	-372.2519	-0.5266	24.5140
1152.7553	-371.7525	-0.5266	24.5140
1152.2171	-372.7512	-0.8264	24.5140
1151.1408	-371.2532	-0.6765	24.5140
1151.6789	-372.7512	-0.5266	24.4989
1152.2171	-372.2519	-0.3767	24.4989
1152.2171	-371.2532	-0.3767	24.4989
1150.6026	-372.2519	-0.6765	24.4989
1151.6789	-371.7525	-0.6765	24.4989
1151.6789	-372.7512	-0.5266	24.4989
1151.1408	-371.7525	-0.5266	24.4989
1151.1408	-372.2519	-0.3767	24.4989
1150.6026	-372.2519	-0.8264	24.4989
1151.1408	-371.7525	-0.6765	24.4989
1152.2171	-371.2532	-0.5266	24.4989
1151.6789	-371.7525	-0.3767	24.4989
1151.1408	-371.2532	-0.5266	24.4989
1151.1408	-371.7525	-0.5266	24.4989
1151.1408	-372.2519	-0.6765	24.4989
1151.6789	-371.2532	-0.5266	24.4989
1150.6026	-371.2532	-0.6765	24.4989
1150.0644	-371.7525	-0.5266	24.4989
1150.6026	-371.7525	-0.6765	24.4989
1151.6789	-372.2519	-0.5266	24.4989
1151.6789	-371.7525	-0.6765	24.4989
1150.6026	-371.2532	-0.5266	24.4989
1150.0644	-371.2532	-0.6765	24.4989
1151.1408	-372.2519	-0.6765	24.4989
1150.0644	-371.7525	-0.3767	24.4989
1150.6026	-371.7525	-0.3767	24.4989
1150.0644	-372.2519	-0.8264	24.4989
1150.6026	-372.2519	-0.8264	24.4989
1149.5262	-371.7525	-0.5266	24.4989
1150.0644	-372.2519	-0.5266	24.4989
1148.4499	-371.7525	-0.6765	24.4989
1150.0644	-371.7525	-0.5266	24.4989
1150.6026	-371.2532	-0.5266	24.4989
1150.0644	-371.7525	-0.3767	24.4989
1149.5262	-371.7525	-0.5266	24.4989
1150.0644	-371.2532	-0.6765	24.4989
1150.6026	-372.2519	-0.3767	24.4989
1150.0644	-372.2519	-0.5266	24.4989
1148.9880	-372.2519	-0.6765	24.4989
1150.0644	-371.7525	-0.6765	24.4989
1150.0644	-372.2519	-0.6765	24.4989
1149.5262	-371.2532	-0.5266	24.4989
1149.5262	-371.7525	-0.5266	24.4989
1150.0644	-372.2519	-0.5266	24.4989
1149.5262	-371.7525	-0.6765	24.4989
1150.0644	-371.2532	-0.5266	24.4989
1149.5262	-372.2519	-0.6765	24.4989
1148.4499	-371.7525	-0.3767	24.4989
1149.5262	-371.2532	-0.5266	24.4989
1150.0644	-371.2532	-0.5266	24.4989
1148.9880	-371.2532	-0.3767	24.4989
1148.9880	-371.7525	-0.5266	24.4989
1149.5262	-372.7512	-0.6765	24.4989
1150.0644	-371.7525	-0.3767	24.4989
1149.5262	-371.7525	-0.9763	24.4989
1148.4499	-371.7525	-0.3767	24.4989
1148.4499	-371.7525	-0.6765	24.4989
1148.9880	-372.2519	-0.6765	24.4989
1149.5262	-371.7525	-0.5266	24.4989
1148.9880	-371.2532	-0.2268	24.4989
1148.4499	-372.2519	-0.8264	24.4989
1149.5262	-372.7512	-0.6765	24.4989
1148.9880	-371.7525	-0.5266	24.4989
1149.5262	-371.2532	-0.5266	24.4989
1148.4499	-372.2519	-0.5266	24.4989
1148.9880	-372.2519	-0.5266	24.4989
1150.6026	-371.2532	-0.8264	24.4989
1150.0644	-371.2532	-0.6765	24.4989
1149.5262	-371.7525	-0.6765	24.4989
1148.4499	-371.2532	-0.6765	24.4989
1149.5262	-371.7525	-0.8264	24.5162
1150.0644	-370.7538	-0.8264	24.5162
1149.5262	-371.2532	-0.8264	24.5162
1148.9880	-371.7525	-0.5266	24.5162
1149.5262	-372.2519	-0.6765	24.5162
1150.6026	-371.7525	-0.3767	24.5162
1150.0644	-371.2532	-0.5266	24.5162
1149.5262	-371.7525	-0.5266	24.5162
1149.5262	-371.7525	-0.8264	24.5162
1150.0644	-371.7525	-0.6765	24.5162
1149.5262	-371.2532	-0.6765	24.5162
1149.5262	-372.2519	-0.2268	24.5162
1148.9880	-371.7525	-0.8264	24.5162
1150.0644	-371.7525	-0.8264	24.5162
1150.6026	-372.2519	-0.5266	24.5162
1150.0644	-371.2532	-0.3767	24.5162
1149.5262	-372.2519	-0.6765	24.5162
1150.6026	-372.2519	-0.6765	24.5162
1150.6026	-371.7525	-0.6765	24.5162
1150.6026	-372.2519	-0.6765	24.5162
1150.0644	-372.7512	-0.2268	24.5162
1149.5262	-372.2519	-0.5266	24.5162
1151.1408	-371.2532	-0.6765	24.5162
1149.5262	-371.2532	-0.5266	24.5162
1150.6026	-371.7525	-0.5266	24.5162
1150.6026	-372.2519	-0.8264	24.5162
1151.1408	-371.2532	-0.6765	24.5162
1151.6789	-372.2519	-0.8264	24.5162
1152.2171	-371.7525	-0.5266	24.5162
1150.6026	-372.2519	-0.5266	24.5162
1151.1408	-372.2519	-0.5266	24.5162
1151.6789	-371.7525	-0.6765	24.5162
1151.6789	-372.2519	-0.5266	24.5162
1151.1408	-372.2519	-0.6765	24.5162
1151.1408	-372.2519	-0.5266	24.5162
1151.1408	-372.2519	-0.6765	24.5162
1152.2171	-372.2519	-0.5266	24.5162
1151.6789	-371.7525	-0.8264	24.5162
1150.0644	-372.2519	-0.6765	24.5162
1152.2171	-372.2519	-0.5266	24.5162
1152.7553	-372.2519	-0.6765	24.5162
1152.2171	-372.2519	-0.3767	24.5162
1151.1408	-372.2519	-0.5266	24.5162
1152.2171	-372.2519	-0.5266	24.5162
1152.7553	-371.7525	-0.6765	24.5162
1152.7553	-372.2519	-0.5266	24.5162
1151.6789	-372.2519	-0.5266	24.5162
1151.6789	-371.7525	-0.6765	24.5162
1152.2171	-371.7525	-0.5266	24.5162
1152.2171	-371.2532	-0.6765	24.5162
1152.7553	-371.7525	-0.5266	24.5162
1152.2171	-372.7512	-0.6765	24.5162
1152.2171	-372.7512	-0.8264	24.5162
1153.8317	-371.2532	-0.6765	24.5162
1153.8317	-372.2519	-0.6765	24.5162
1152.2171	-372.7512	-0.6765	24.5162
1152.2171	-372.7512	-0.6765	24.5162
1153.2935	-371.2532	-0.6765	24.5162
1153.2935	-371.2532	-0.8264	24.5162
1152.7553	-372.2519	-0.5266	24.5162
1152.7553	-371.7525	-0.8264	24.5162
1152.7553	-372.2519	-0.5266	24.5162
1152.7553	-371.2532	-0.5266	24.5162
1152.2171	-371.7525	-0.5266	24.5162
1152.2171	-372.2519	-0.8264	24.5162
1152.7553	-372.7512	-0.8264	24.5162
1153.2935	-372.2519	-0.6765	24.5162
1153.2935	-372.2519	-0.2268	24.5162
1152.2171	-371.7525	-0.8264	24.5162
1152.7553	-371.7525	-0.5266	24.5162
1153.2935	-372.7512	-0.5266	24.5196
1153.2935	-371.2532	-0.6765	24.5196
1152.7553	-371.7525	-0.6765	24.5196
1152.7553	-372.2519	-0.6765	24.5196
1153.8317	-371.7525	-0.6765	24.5196
1153.8317	-372.2519	-0.6765	24.5196
1153.2935	-372.7512	-0.5266	24.5196
1153.8317	-372.7512	-0.3767	24.5196
1153.8317	-371.7525	-0.5266	24.5196
1153.2935	-372.2519	-0.6765	24.5196
1152.2171	-371.7525	-0.5266	24.5196
1152.7553	-372.7512	-0.6765	24.5196
1153.8317	-371.7525	-0.6765	24.5196
1152.2171	-371.7525	-0.6765	24.5196
1152.2171	-372.7512	-0.6765	24.5196
1152.7553	-372.2519	-0.6765	24.5196
1152.7553	-372.7512	-0.8264	24.5196
1153.2935	-372.2519	-0.5266	24.5196
1152.7553	-372.7512	-0.5266	24.5196
1151.6789	-371.7525	-0.6765	24.5196
1151.6789	-371.2532	-0.6765	24.5196
1152.7553	-372.2519	-0.6765	24.5196
1152.7553	-372.2519	-0.6765	24.5196
1151.6789	-371.2532	-0.5266	24.5196
1152.2171	-371.7525	-0.6765	24.5196
1153.2935	-371.7525	-0.6765	24.5196
1152.7553	-371.7525	-0.6765	24.5196
1152.2171	-372.2519	-0.5266	24.5196
1150.6026	-371.7525	-0.5266	24.5196
1151.6789	-372.2519	-0.5266	24.5196
1153.8317	-371.7525	-0.5266	24.5196
1151.6789	-371.2532	-0.6765	24.5196
1151.6789	-372.7512	-0.8264	24.5196
1151.6789	-371.7525	-0.6765	24.5196
1152.2171	-371.7525	-0.2268	24.5196
1151.6789	-372.7512	-0.6765	24.5196
1151.1408	-373.2506	-0.6765	24.5196
1151.1408	-372.2519	-0.6765	24.5196
1152.2171	-371.7525	-0.8264	24.5196
1150.6026	-371.2532	-0.6765	24.5196
1151.1408	-371.7525	-0.5266	24.5196
1151.6789	-371.7525	-0.5266	24.5196
1151.1408	-372.7512	-0.6765	24.5196
1151.6789	-371.2532	-0.3767	24.5196
1151.6789	-371.2532	-0.6765	24.5196
1150.0644	-372.2519	-0.5266	24.5196
